,State,County,Poverty_Percent,Median_Income,Year,Unemployment
18501,AL,Lauderdale County,13.7,46646.0,2017,4.8
18502,AL,Lawrence County,16.8,42912.0,2017,5.1
18503,AL,Lee County,17.8,51372.0,2017,4.116666666666667
18504,AL,Limestone County,11.9,57342.0,2017,4.158333333333333
18505,AL,Lowndes County,25.9,33130.0,2017,8.458333333333334
18506,AL,Macon County,30.6,30849.0,2017,5.933333333333334
18507,AL,Madison County,12.8,62750.0,2017,4.008333333333333
18508,AL,Marengo County,22.8,37469.0,2017,5.791666666666668
18509,AL,Marion County,19.3,38049.0,2017,4.966666666666667
18510,AL,Marshall County,20.1,42751.0,2017,3.975
18511,AL,Mobile County,19.7,45615.0,2017,5.366666666666667
18512,AL,Monroe County,23.8,36432.0,2017,6.916666666666668
18513,AL,Montgomery County,21.3,45833.0,2017,4.466666666666667
18514,AL,Morgan County,14.8,49274.0,2017,4.233333333333333
18515,AL,Perry County,37.2,26703.0,2017,8.025
18516,AL,Pickens County,22.3,38379.0,2017,5.55
18517,AL,Pike County,27.7,40680.0,2017,5.0
18518,AL,Randolph County,17.0,41112.0,2017,4.533333333333333
18519,AL,Russell County,23.2,36186.0,2017,4.466666666666667
18520,AL,St. Clair County,13.5,52755.0,2017,4.1
18521,AL,Shelby County,7.4,74098.0,2017,3.308333333333333
18522,AL,Sumter County,35.9,26495.0,2017,6.7333333333333325
18523,AL,Talladega County,18.3,41733.0,2017,5.166666666666667
18524,AL,Tallapoosa County,18.3,44469.0,2017,4.333333333333333
18525,AL,Tuscaloosa County,15.9,51644.0,2017,4.3
18526,AL,Walker County,17.4,41925.0,2017,5.2
18527,AL,Washington County,20.2,44249.0,2017,6.9833333333333325
18528,AL,Wilcox County,32.0,25700.0,2017,11.716666666666667
18529,AL,Winston County,21.3,38562.0,2017,5.216666666666667
18530,AK,Aleutians East Borough,14.6,69375.0,2017,2.708333333333333
18531,AK,Bristol Bay Borough,10.9,70094.0,2017,8.333333333333334
18532,AK,Denali Borough,8.0,73220.0,2017,11.483333333333333
18533,AK,Fairbanks North Star Borough,7.4,74241.0,2017,5.7
18534,AK,Haines Borough,11.4,53413.0,2017,8.841666666666667
18535,AK,Kenai Peninsula Borough,10.2,63559.0,2017,7.758333333333333
18536,AK,Ketchikan Gateway Borough,9.9,71298.0,2017,5.841666666666668
18537,AK,Kodiak Island Borough,7.5,71118.0,2017,4.725
18538,AK,Lake and Peninsula Borough,15.7,47644.0,2017,11.391666666666667
18539,AK,Matanuska-Susitna Borough,11.3,72296.0,2017,7.7333333333333325
18540,AK,North Slope Borough,12.2,82736.0,2017,6.95
18541,AK,Northwest Arctic Borough,26.0,53060.0,2017,15.241666666666667
18542,AZ,Apache County,33.1,33053.0,2017,10.425
18543,AZ,Cochise County,16.1,48966.0,2017,5.6416666666666675
18544,AZ,Coconino County,18.4,54399.0,2017,5.616666666666667
18545,AZ,Gila County,24.1,38897.0,2017,6.116666666666667
18546,AZ,Graham County,20.9,46378.0,2017,5.525
18547,AZ,Greenlee County,10.1,63557.0,2017,5.1
18548,AZ,La Paz County,20.9,36389.0,2017,5.4833333333333325
18549,AZ,Maricopa County,13.5,62221.0,2017,4.25
18550,AZ,Mohave County,17.3,42210.0,2017,5.941666666666666
18551,AZ,Navajo County,26.4,40883.0,2017,7.741666666666667
18552,AZ,Pima County,16.6,51392.0,2017,4.566666666666666
18553,AZ,Pinal County,13.0,53114.0,2017,5.091666666666667
18554,AZ,Santa Cruz County,23.6,39265.0,2017,9.616666666666667
18555,AZ,Yavapai County,13.9,49860.0,2017,4.583333333333333
18556,AZ,Yuma County,19.0,46013.0,2017,17.183333333333334
18557,AR,Arkansas County,19.9,43752.0,2017,3.3
18558,AR,Ashley County,19.8,40495.0,2017,5.633333333333333
18559,AR,Baxter County,13.9,43011.0,2017,4.308333333333334
18560,AR,Benton County,9.1,64728.0,2017,2.975
18561,AR,Boone County,14.9,41770.0,2017,3.466666666666667
18562,AR,Bradley County,20.9,35950.0,2017,4.6
18563,AR,Calhoun County,15.2,42484.0,2017,3.9166666666666665
18564,AR,Carroll County,16.4,38297.0,2017,3.3833333333333333
18565,AR,Chicot County,30.1,31810.0,2017,6.583333333333332
18566,AR,Clark County,21.4,40536.0,2017,3.941666666666667
18567,AR,Clay County,18.1,35164.0,2017,4.558333333333334
18568,AR,Cleburne County,15.6,43170.0,2017,4.958333333333333
18569,AR,Cleveland County,14.3,47812.0,2017,4.383333333333333
18570,AR,Columbia County,25.5,38488.0,2017,5.1
18571,AR,Conway County,17.2,43519.0,2017,4.808333333333334
18572,AR,Craighead County,14.9,49355.0,2017,3.0416666666666665
18573,AR,Crawford County,17.5,44850.0,2017,3.566666666666667
18574,AR,Crittenden County,21.1,39272.0,2017,4.416666666666667
18575,AR,Cross County,18.4,41661.0,2017,4.041666666666667
18576,AR,Dallas County,21.0,33739.0,2017,4.433333333333334
18577,AR,Desha County,29.0,33228.0,2017,4.866666666666667
18578,AR,Drew County,20.3,41339.0,2017,5.125
18579,AR,Faulkner County,13.4,51535.0,2017,3.375
18580,AR,Franklin County,18.0,41140.0,2017,3.558333333333333
18581,AR,Fulton County,20.6,35723.0,2017,4.25
18582,AR,Garland County,15.9,44662.0,2017,4.066666666666666
18583,AR,Grant County,12.2,54819.0,2017,3.2583333333333333
18584,AR,Greene County,14.8,46029.0,2017,3.725
18585,AR,Hempstead County,24.2,39505.0,2017,3.4833333333333334
18586,AR,Hot Spring County,16.8,42329.0,2017,3.7416666666666663
18587,AR,Howard County,19.1,36744.0,2017,3.0416666666666665
18588,AR,Independence County,15.9,42332.0,2017,4.275
18589,AR,Izard County,19.3,37958.0,2017,5.591666666666668
18590,AR,Jackson County,22.2,36235.0,2017,5.925
18591,AR,Jefferson County,23.5,38677.0,2017,5.241666666666667
18592,AR,Johnson County,18.4,39798.0,2017,4.316666666666666
18593,AR,Lafayette County,24.1,33378.0,2017,5.075
18594,AR,Lawrence County,16.9,40777.0,2017,3.816666666666667
18595,AR,Lee County,37.3,28875.0,2017,4.866666666666667
18596,AR,Lincoln County,23.4,43821.0,2017,4.216666666666667
18597,AR,Little River County,17.0,42063.0,2017,4.883333333333333
18598,AR,Logan County,20.5,37676.0,2017,3.8666666666666663
18599,AR,Lonoke County,11.1,54378.0,2017,3.2916666666666665
18600,AR,Madison County,17.0,40568.0,2017,2.908333333333333
18601,AR,Marion County,18.3,39539.0,2017,3.983333333333333
18602,AR,Miller County,18.8,44325.0,2017,4.366666666666667
18603,AR,Mississippi County,24.3,39678.0,2017,6.0166666666666675
18604,AR,Monroe County,27.3,32427.0,2017,4.3
18605,AR,Montgomery County,21.1,35500.0,2017,4.825
18606,AR,Nevada County,19.5,46687.0,2017,3.55
18607,AR,Newton County,19.8,34036.0,2017,3.65
18608,AR,Ouachita County,19.9,39576.0,2017,4.625
18609,AR,Perry County,15.1,44118.0,2017,4.191666666666666
18610,AR,Phillips County,39.8,27663.0,2017,5.85
18611,AR,Pike County,18.5,37493.0,2017,4.058333333333334
18612,AR,Poinsett County,21.0,39778.0,2017,4.208333333333333
18613,AR,Polk County,23.3,35678.0,2017,4.525
18614,AR,Pope County,16.7,45803.0,2017,4.475
18615,AR,Prairie County,16.1,43139.0,2017,4.116666666666667
18616,AR,Pulaski County,15.0,52361.0,2017,3.441666666666667
18617,AR,Randolph County,19.4,35989.0,2017,4.183333333333334
18618,AR,St. Francis County,33.7,31561.0,2017,5.075
18619,AR,Saline County,7.9,61384.0,2017,3.05
18620,AR,Scott County,20.6,33354.0,2017,3.475
18621,AR,Searcy County,21.6,30640.0,2017,4.683333333333334
18622,AR,Sebastian County,18.6,44058.0,2017,3.65
18623,AR,Sevier County,19.5,41649.0,2017,4.575
18624,AR,Sharp County,23.9,34266.0,2017,5.05
18625,AR,Stone County,21.2,32778.0,2017,4.825
18626,AR,Union County,17.5,43827.0,2017,5.333333333333333
18627,AR,Van Buren County,19.8,36244.0,2017,5.5
18628,AR,Washington County,13.8,50400.0,2017,2.625
18629,AR,White County,15.2,44088.0,2017,4.575
18630,AR,Woodruff County,26.8,32271.0,2017,4.891666666666667
18631,AR,Yell County,18.8,40325.0,2017,4.075
18632,CA,Alameda County,9.3,95550.0,2017,3.7
18633,CA,Alpine County,18.1,55755.0,2017,6.308333333333334
18634,CA,Amador County,10.9,60588.0,2017,5.008333333333333
18635,CA,Butte County,18.1,48634.0,2017,5.841666666666668
18636,CA,Calaveras County,13.1,58536.0,2017,4.75
18637,CA,Colusa County,12.2,53595.0,2017,14.4
18638,CA,Contra Costa County,9.1,95062.0,2017,3.858333333333333
18639,CA,Del Norte County,24.6,39996.0,2017,6.475
18640,CA,El Dorado County,8.3,78464.0,2017,4.4
18641,CA,Fresno County,21.1,51452.0,2017,8.583333333333334
18642,CA,Glenn County,14.8,49979.0,2017,7.5166666666666675
18643,CA,Humboldt County,19.7,46123.0,2017,4.233333333333333
18644,CA,Imperial County,20.7,43413.0,2017,19.641666666666666
18645,CA,Inyo County,11.8,53528.0,2017,4.408333333333333
18646,CA,Kern County,21.2,49904.0,2017,9.283333333333333
18647,CA,Kings County,18.4,55076.0,2017,8.958333333333334
18648,CA,Lake County,20.2,45797.0,2017,5.808333333333334
18649,CA,Lassen County,16.3,58776.0,2017,5.583333333333332
18650,CA,Los Angeles County,14.9,64912.0,2017,4.816666666666666
18651,CA,Madera County,21.2,50783.0,2017,8.175
18652,CA,Marin County,7.9,112735.0,2017,2.8916666666666666
18653,CA,Mariposa County,15.2,52387.0,2017,5.975
18654,CA,Mendocino County,16.3,50453.0,2017,4.541666666666667
18655,CA,Merced County,23.0,48036.0,2017,9.458333333333334
18656,CA,Modoc County,19.2,40970.0,2017,8.2
18657,CA,Mono County,9.3,60318.0,2017,4.483333333333333
18658,CA,Monterey County,11.9,70294.0,2017,7.308333333333334
18659,CA,Napa County,6.8,83881.0,2017,3.658333333333333
18660,CA,Nevada County,11.0,64901.0,2017,4.141666666666667
18661,CA,Orange County,11.5,86031.0,2017,3.5166666666666666
18662,CA,Placer County,7.8,81366.0,2017,3.8916666666666666
18663,CA,Plumas County,14.3,51756.0,2017,9.041666666666666
18664,CA,Riverside County,12.9,63776.0,2017,5.283333333333333
18665,CA,Sacramento County,14.1,62959.0,2017,4.691666666666666
18666,CA,San Benito County,8.4,77200.0,2017,5.825
18667,CA,San Bernardino County,16.0,60270.0,2017,4.966666666666667
18668,CA,San Diego County,11.9,76048.0,2017,4.041666666666667
18669,CA,San Francisco County,10.1,109601.0,2017,2.95
18670,CA,San Joaquin County,15.5,60950.0,2017,7.05
18671,CA,San Luis Obispo County,11.9,70634.0,2017,3.625
18672,CA,San Mateo County,6.4,115908.0,2017,2.7416666666666667
18673,CA,Santa Barbara County,14.2,70651.0,2017,4.566666666666666
18674,CA,Santa Clara County,7.5,118468.0,2017,3.2333333333333334
18675,CA,Santa Cruz County,12.6,76633.0,2017,5.75
18676,CA,Shasta County,17.0,51207.0,2017,5.85
18677,CA,Sierra County,13.7,49495.0,2017,6.566666666666666
18678,CA,Siskiyou County,17.7,44013.0,2017,7.333333333333332
18679,CA,Solano County,10.0,75931.0,2017,4.816666666666666
18680,CA,Sonoma County,9.3,79511.0,2017,3.408333333333333
18681,CA,Stanislaus County,14.0,58925.0,2017,7.533333333333332
18682,CA,Sutter County,13.2,54102.0,2017,8.8
18683,CA,Tehama County,20.1,41819.0,2017,6.416666666666668
18684,CA,Trinity County,20.3,40676.0,2017,6.25
18685,CA,Tulare County,24.0,46377.0,2017,10.525
18686,CA,Tuolumne County,12.2,58776.0,2017,5.425
18687,CA,Ventura County,9.5,82436.0,2017,4.525
18688,CA,Yolo County,17.5,64900.0,2017,5.141666666666667
18689,CA,Yuba County,15.3,53822.0,2017,7.475
18690,CO,Adams County,10.6,65977.0,2017,2.833333333333333
18691,CO,Alamosa County,21.3,43121.0,2017,3.191666666666667
18692,CO,Arapahoe County,7.8,75196.0,2017,2.575
18693,CO,Archuleta County,11.7,52481.0,2017,2.833333333333333
18694,CO,Baca County,19.7,35725.0,2017,1.5
18695,CO,Bent County,32.0,37307.0,2017,2.575
18696,CO,Boulder County,12.6,80701.0,2017,2.2416666666666667
18697,CO,Chaffee County,11.4,53545.0,2017,2.191666666666667
18698,CO,Cheyenne County,13.6,50571.0,2017,1.625
18699,CO,Clear Creek County,7.8,71850.0,2017,2.408333333333333
18700,CO,Conejos County,21.2,36852.0,2017,3.875
18701,CO,Costilla County,27.3,30486.0,2017,3.3
18702,CO,Crowley County,47.4,38112.0,2017,2.875
18703,CO,Custer County,13.2,54080.0,2017,2.841666666666667
18704,CO,Delta County,16.7,43528.0,2017,3.6166666666666663
18705,CO,Denver County,12.5,64974.0,2017,2.558333333333333
18706,CO,Dolores County,12.8,44882.0,2017,2.7416666666666667
18707,CO,Douglas County,3.2,112386.0,2017,2.216666666666667
18708,CO,Eagle County,7.5,88913.0,2017,2.1666666666666665
18709,CO,Elbert County,4.9,102731.0,2017,2.275
18710,CO,El Paso County,10.8,65260.0,2017,3.0416666666666665
18711,CO,Fremont County,16.6,48820.0,2017,3.9916666666666663
18712,CO,Garfield County,7.6,71897.0,2017,2.683333333333333
18713,CO,Gilpin County,6.9,79636.0,2017,1.875
18714,CO,Grand County,8.7,61241.0,2017,2.1
18715,CO,Gunnison County,14.8,53480.0,2017,1.9
18716,CO,Hinsdale County,8.6,59157.0,2017,2.2416666666666667
18717,CO,Huerfano County,20.8,37424.0,2017,5.383333333333333
18718,CO,Jackson County,13.7,48785.0,2017,1.6833333333333331
18719,CO,Jefferson County,7.6,80562.0,2017,2.433333333333333
18720,CO,Kiowa County,14.0,43845.0,2017,1.6833333333333331
18721,CO,Kit Carson County,11.6,44028.0,2017,1.5916666666666668
18722,CO,Lake County,12.2,49799.0,2017,1.9916666666666667
18723,CO,La Plata County,9.2,61974.0,2017,2.283333333333333
18724,CO,Larimer County,11.0,69443.0,2017,2.2583333333333333
18725,CO,Las Animas County,23.7,39552.0,2017,3.758333333333333
18726,CO,Lincoln County,17.6,45308.0,2017,1.9166666666666667
18727,CO,Logan County,15.8,50246.0,2017,2.191666666666667
18728,CO,Mesa County,14.9,52623.0,2017,3.683333333333333
18729,CO,Mineral County,8.5,55906.0,2017,1.8
18730,CO,Moffat County,11.0,57680.0,2017,3.075
18731,CO,Montezuma County,15.2,48692.0,2017,3.7
18732,CO,Montrose County,12.9,51031.0,2017,3.066666666666667
18733,CO,Morgan County,11.4,50453.0,2017,2.2416666666666667
18734,CO,Otero County,23.5,37907.0,2017,3.858333333333333
18735,CO,Ouray County,7.7,63627.0,2017,2.7
18736,CO,Park County,8.6,69884.0,2017,2.2
18737,CO,Phillips County,10.9,52096.0,2017,1.475
18738,CO,Pitkin County,5.9,78596.0,2017,2.875
18739,CO,Prowers County,18.2,41238.0,2017,2.433333333333333
18740,CO,Pueblo County,18.2,44060.0,2017,3.9916666666666663
18741,CO,Rio Blanco County,9.5,58336.0,2017,3.591666666666667
18742,CO,Rio Grande County,18.4,41693.0,2017,4.016666666666667
18743,CO,Routt County,6.9,76505.0,2017,2.225
18744,CO,Saguache County,24.4,36558.0,2017,4.108333333333333
18745,CO,San Juan County,13.6,46985.0,2017,2.183333333333333
18746,CO,San Miguel County,7.7,70418.0,2017,2.7333333333333334
18747,CO,Sedgwick County,15.5,39880.0,2017,2.025
18748,CO,Summit County,7.3,75420.0,2017,1.75
18749,CO,Teller County,8.8,68078.0,2017,2.9833333333333334
18750,CO,Washington County,12.9,48325.0,2017,1.8083333333333331
18751,CO,Weld County,9.4,68679.0,2017,2.4916666666666667
18752,CO,Yuma County,13.0,48893.0,2017,1.5166666666666666
18753,CT,Fairfield County,8.8,91170.0,2017,4.266666666666667
18754,CT,Hartford County,11.0,70433.0,2017,4.55
18755,CT,Litchfield County,6.9,77968.0,2017,4.083333333333333
18756,CT,Middlesex County,6.8,81533.0,2017,3.8
18757,CT,New Haven County,11.0,66764.0,2017,4.716666666666667
18758,CT,New London County,8.6,71721.0,2017,4.216666666666667
18759,CT,Tolland County,7.4,75571.0,2017,3.7416666666666663
18760,CT,Windham County,11.5,62606.0,2017,4.766666666666667
18761,DE,Kent County,13.2,57112.0,2017,4.841666666666667
18762,DE,New Castle County,13.4,66839.0,2017,4.341666666666667
18763,DE,Sussex County,11.9,61124.0,2017,4.45
18764,DC,District of Columbia,16.6,80153.0,2017,6.116666666666667
18765,DC,District of Columbia,16.6,80153.0,2017,6.116666666666667
18766,FL,Alachua County,21.2,45230.0,2017,3.858333333333333
18767,FL,Baker County,15.3,51856.0,2017,4.233333333333333
18768,FL,Bay County,14.9,51633.0,2017,4.2
18769,FL,Bradford County,19.1,44997.0,2017,3.683333333333333
18770,FL,Brevard County,12.4,52596.0,2017,4.383333333333333
18771,FL,Broward County,13.1,56702.0,2017,4.0
18772,FL,Calhoun County,21.1,37612.0,2017,4.925
18773,FL,Charlotte County,10.8,51583.0,2017,4.783333333333333
18774,FL,Citrus County,14.4,43147.0,2017,5.941666666666666
18775,FL,Clay County,9.9,65375.0,2017,3.925
18776,FL,Collier County,11.7,66709.0,2017,4.183333333333334
18777,FL,Columbia County,16.5,42097.0,2017,4.408333333333333
18778,FL,DeSoto County,26.1,37342.0,2017,4.525
18779,FL,Dixie County,24.4,38355.0,2017,4.808333333333334
18780,FL,Duval County,15.1,52105.0,2017,4.283333333333333
18781,FL,Escambia County,16.4,48289.0,2017,4.233333333333333
18782,FL,Flagler County,12.0,52713.0,2017,4.85
18783,FL,Franklin County,21.3,40158.0,2017,3.6666666666666665
18784,FL,Gadsden County,23.1,38084.0,2017,5.541666666666668
18785,FL,Gilchrist County,16.1,42880.0,2017,4.491666666666667
18786,FL,Glades County,18.9,42865.0,2017,5.45
18787,FL,Gulf County,21.6,44135.0,2017,3.925
18788,FL,Hamilton County,24.0,35262.0,2017,4.9
18789,FL,Hardee County,23.3,40056.0,2017,5.95
18790,FL,Hendry County,23.9,38361.0,2017,7.458333333333332
18791,FL,Hernando County,14.0,44710.0,2017,5.3
18792,FL,Highlands County,19.8,37445.0,2017,5.725
18793,FL,Hillsborough County,15.5,54741.0,2017,3.966666666666667
18794,FL,Holmes County,21.2,40657.0,2017,4.791666666666667
18795,FL,Indian River County,10.6,51797.0,2017,5.083333333333333
18796,FL,Jackson County,18.0,41524.0,2017,4.566666666666666
18797,FL,Jefferson County,17.7,48163.0,2017,4.433333333333334
18798,FL,Lafayette County,22.7,41549.0,2017,3.733333333333333
18799,FL,Lake County,12.6,51429.0,2017,4.241666666666667
18800,FL,Lee County,11.8,54198.0,2017,4.15
18801,FL,Leon County,18.0,51716.0,2017,3.941666666666667
18802,FL,Levy County,20.8,37272.0,2017,4.516666666666667
18803,FL,Liberty County,23.0,41308.0,2017,4.608333333333333
18804,FL,Madison County,28.3,37256.0,2017,4.491666666666667
18805,FL,Manatee County,10.8,55189.0,2017,4.033333333333333
18806,FL,Marion County,16.2,43772.0,2017,5.1
18807,FL,Martin County,10.9,58344.0,2017,4.25
18808,FL,Miami-Dade County,16.7,49758.0,2017,4.583333333333333
18809,FL,Monroe County,11.8,63009.0,2017,3.341666666666667
18810,FL,Nassau County,9.1,70590.0,2017,3.941666666666667
18811,FL,Okaloosa County,10.9,60798.0,2017,3.5
18812,FL,Okeechobee County,21.8,42524.0,2017,4.458333333333333
18813,FL,Orange County,15.3,54021.0,2017,3.808333333333333
18814,FL,Osceola County,14.0,49284.0,2017,4.4
18815,FL,Palm Beach County,11.8,60059.0,2017,4.225
18816,FL,Pasco County,13.0,51247.0,2017,4.516666666666667
18817,FL,Pinellas County,12.2,51488.0,2017,3.8666666666666663
18818,FL,Polk County,16.1,48328.0,2017,4.833333333333333
18819,FL,Putnam County,26.3,34390.0,2017,5.5
18820,FL,St. Johns County,8.3,77022.0,2017,3.425
18821,FL,St. Lucie County,12.8,49995.0,2017,5.208333333333333
18822,FL,Santa Rosa County,10.2,65434.0,2017,3.933333333333333
18823,FL,Sarasota County,9.2,58423.0,2017,3.983333333333333
18824,FL,Seminole County,11.2,63865.0,2017,3.758333333333333
18825,FL,Sumter County,9.1,57931.0,2017,6.183333333333334
18826,FL,Suwannee County,20.3,44144.0,2017,4.316666666666666
18827,FL,Taylor County,23.8,41557.0,2017,4.55
18828,FL,Union County,22.2,47373.0,2017,3.783333333333333
18829,FL,Volusia County,15.2,46911.0,2017,4.491666666666667
18830,FL,Wakulla County,12.9,55717.0,2017,3.625
18831,FL,Walton County,15.9,52922.0,2017,3.7083333333333335
18832,FL,Washington County,21.1,36052.0,2017,4.416666666666667
18833,GA,Appling County,22.2,40862.0,2017,5.55
18834,GA,Atkinson County,24.2,34821.0,2017,4.516666666666667
18835,GA,Bacon County,28.2,38417.0,2017,4.5
18836,GA,Baker County,24.6,37286.0,2017,6.275
18837,GA,Baldwin County,25.2,40358.0,2017,5.916666666666668
18838,GA,Banks County,13.5,49481.0,2017,3.941666666666667
18839,GA,Barrow County,12.0,60028.0,2017,4.091666666666667
18840,GA,Bartow County,13.2,55067.0,2017,4.658333333333333
18841,GA,Ben Hill County,24.5,32370.0,2017,7.833333333333332
18842,GA,Berrien County,18.6,38239.0,2017,5.183333333333334
18843,GA,Bibb County,25.0,39047.0,2017,5.366666666666667
18844,GA,Bleckley County,20.3,44262.0,2017,6.808333333333334
18845,GA,Brantley County,19.0,40906.0,2017,5.7666666666666675
18846,GA,Brooks County,23.7,36030.0,2017,4.558333333333334
18847,GA,Bryan County,10.4,73877.0,2017,4.258333333333333
18848,GA,Bulloch County,24.6,42068.0,2017,5.091666666666667
18849,GA,Burke County,23.1,41863.0,2017,7.183333333333334
18850,GA,Butts County,18.3,46062.0,2017,4.866666666666667
18851,GA,Calhoun County,35.1,33889.0,2017,5.333333333333333
18852,GA,Camden County,12.5,53582.0,2017,5.116666666666667
18853,GA,Candler County,24.7,33846.0,2017,4.141666666666667
18854,GA,Carroll County,17.2,51388.0,2017,5.075
18855,GA,Catoosa County,12.0,53833.0,2017,4.175
18856,GA,Charlton County,25.6,40636.0,2017,5.091666666666667
18857,GA,Chatham County,16.3,54667.0,2017,4.533333333333333
18858,GA,Chattahoochee County,19.6,44439.0,2017,6.883333333333333
18859,GA,Chattooga County,20.2,39325.0,2017,4.758333333333333
18860,GA,Cherokee County,7.5,78247.0,2017,3.775
18861,GA,Clarke County,26.6,39901.0,2017,4.8
18862,GA,Clay County,33.1,29122.0,2017,9.108333333333333
18863,GA,Clayton County,16.3,44757.0,2017,5.916666666666668
18864,GA,Clinch County,27.6,37174.0,2017,5.566666666666666
18865,GA,Cobb County,9.5,75485.0,2017,4.133333333333333
18866,GA,Coffee County,24.9,39408.0,2017,5.125
18867,GA,Colquitt County,25.6,36651.0,2017,4.566666666666666
18868,GA,Columbia County,6.6,75832.0,2017,4.166666666666667
18869,GA,Cook County,21.3,36463.0,2017,4.583333333333333
18870,GA,Coweta County,10.4,73296.0,2017,4.25
18871,GA,Crawford County,17.6,47422.0,2017,4.983333333333333
18872,GA,Crisp County,29.7,34754.0,2017,5.241666666666667
18873,GA,Dade County,15.2,45053.0,2017,4.408333333333333
18874,GA,Dawson County,9.4,64930.0,2017,3.9166666666666665
18875,GA,Decatur County,21.9,37835.0,2017,5.625
18876,GA,DeKalb County,15.3,61496.0,2017,4.85
18877,GA,Dodge County,21.8,36067.0,2017,6.308333333333334
18878,GA,Dooly County,27.6,35781.0,2017,5.125
18879,GA,Dougherty County,28.2,36994.0,2017,6.083333333333332
18880,GA,Douglas County,11.8,60177.0,2017,4.95
18881,GA,Early County,26.7,32490.0,2017,5.466666666666668
18882,GA,Echols County,26.5,36559.0,2017,3.9583333333333335
18883,GA,Effingham County,9.8,68109.0,2017,4.091666666666667
18884,GA,Elbert County,22.9,35452.0,2017,5.308333333333334
18885,GA,Emanuel County,27.6,33551.0,2017,6.758333333333333
18886,GA,Evans County,28.0,34464.0,2017,4.416666666666667
18887,GA,Fannin County,13.6,42986.0,2017,4.85
18888,GA,Fayette County,5.7,87831.0,2017,4.116666666666667
18889,GA,Floyd County,19.2,45979.0,2017,5.266666666666667
18890,GA,Forsyth County,5.3,103083.0,2017,3.808333333333333
18891,GA,Franklin County,18.7,42703.0,2017,4.833333333333333
18892,GA,Fulton County,14.8,64901.0,2017,4.891666666666667
18893,GA,Gilmer County,14.4,46200.0,2017,5.091666666666667
18894,GA,Glascock County,17.3,43529.0,2017,5.041666666666667
18895,GA,Glynn County,17.0,50740.0,2017,4.766666666666667
18896,GA,Gordon County,14.0,46868.0,2017,4.675
18897,GA,Grady County,20.3,41095.0,2017,4.916666666666667
18898,GA,Greene County,17.0,50736.0,2017,5.216666666666667
18899,GA,Gwinnett County,10.7,68957.0,2017,4.3
18900,GA,Habersham County,13.3,49292.0,2017,4.6
18901,GA,Hall County,13.3,61320.0,2017,3.9583333333333335
18902,GA,Hancock County,30.3,31247.0,2017,7.15
18903,GA,Haralson County,15.3,45167.0,2017,4.833333333333333
18904,GA,Harris County,8.3,72811.0,2017,4.2
18905,GA,Hart County,18.9,44603.0,2017,4.458333333333333
18906,GA,Heard County,18.9,44575.0,2017,5.041666666666667
18907,GA,Henry County,9.8,67493.0,2017,4.908333333333333
18908,GA,Houston County,13.0,59291.0,2017,4.783333333333333
18909,GA,Irwin County,22.0,38511.0,2017,7.058333333333334
18910,GA,Jackson County,11.5,63422.0,2017,3.716666666666667
18911,GA,Jasper County,17.6,50234.0,2017,4.35
18912,GA,Jeff Davis County,21.2,36786.0,2017,6.083333333333332
18913,GA,Jefferson County,24.0,35201.0,2017,6.225
18914,GA,Jenkins County,32.8,32472.0,2017,6.816666666666666
18915,GA,Johnson County,29.0,35243.0,2017,5.116666666666667
18916,GA,Jones County,12.9,56039.0,2017,4.391666666666667
18917,GA,Lamar County,16.5,41060.0,2017,5.65
18918,GA,Lanier County,20.5,39165.0,2017,5.141666666666667
18919,GA,Laurens County,22.6,38078.0,2017,5.958333333333332
18920,GA,Lee County,10.9,68891.0,2017,4.208333333333333
18921,GA,Liberty County,16.8,45655.0,2017,5.2
18922,GA,Lincoln County,18.1,44819.0,2017,5.291666666666667
18923,GA,Long County,19.1,48328.0,2017,4.883333333333333
18924,GA,Lowndes County,25.3,42019.0,2017,4.7
18925,GA,Lumpkin County,13.9,55453.0,2017,4.208333333333333
18926,GA,McDuffie County,21.2,40814.0,2017,6.316666666666666
18927,GA,McIntosh County,19.5,40832.0,2017,5.116666666666667
18928,GA,Macon County,29.6,32974.0,2017,7.0166666666666675
18929,GA,Madison County,15.9,47956.0,2017,4.333333333333333
18930,GA,Marion County,23.9,39408.0,2017,6.066666666666666
18931,GA,Meriwether County,19.9,38442.0,2017,5.975
18932,GA,Miller County,23.8,37878.0,2017,4.483333333333333
18933,GA,Mitchell County,27.5,36234.0,2017,6.316666666666666
18934,GA,Monroe County,13.3,57038.0,2017,4.525
18935,GA,Montgomery County,20.5,41858.0,2017,6.633333333333333
18936,GA,Morgan County,12.0,55251.0,2017,4.55
18937,GA,Murray County,17.2,45975.0,2017,6.225
18938,GA,Muscogee County,22.6,42610.0,2017,6.0
18939,GA,Newton County,13.4,55632.0,2017,5.383333333333333
18940,GA,Oconee County,6.5,92216.0,2017,3.558333333333333
18941,GA,Oglethorpe County,13.4,44718.0,2017,4.358333333333333
18942,GA,Paulding County,8.3,67906.0,2017,4.191666666666666
18943,GA,Peach County,19.6,46608.0,2017,5.8916666666666675
18944,GA,Pickens County,10.8,61145.0,2017,4.325
18945,GA,Pierce County,19.4,42140.0,2017,4.583333333333333
18946,GA,Pike County,10.7,62250.0,2017,4.516666666666667
18947,GA,Polk County,19.0,43488.0,2017,5.3
18948,GA,Pulaski County,22.5,39743.0,2017,5.308333333333334
18949,GA,Putnam County,17.2,47710.0,2017,5.841666666666668
